iter,term,placebo_coef
1,Event_Positive_x_z_trade_dep,0.0129038565051846
2,Event_Positive_x_z_trade_dep,-0.0116964589894252
3,Event_Positive_x_z_trade_dep,0.0149473243176739
4,Event_Positive_x_z_trade_dep,-0.0272976678926831
5,Event_Positive_x_z_trade_dep,-0.00453905662656774
6,Event_Positive_x_z_trade_dep,0.0279515401977472
7,Event_Positive_x_z_trade_dep,-0.022481054210855
8,Event_Positive_x_z_trade_dep,-0.023058257122157
9,Event_Positive_x_z_trade_dep,0.0135943916124468
10,Event_Positive_x_z_trade_dep,0.00080397725315708
11,Event_Positive_x_z_trade_dep,-0.0283641567554055
12,Event_Positive_x_z_trade_dep,-0.0230467916535468
13,Event_Positive_x_z_trade_dep,0.00745889413679978
14,Event_Positive_x_z_trade_dep,-0.0286559325094836
15,Event_Positive_x_z_trade_dep,0.0199109638593377
16,Event_Positive_x_z_trade_dep,-0.0318306787210168
17,Event_Positive_x_z_trade_dep,0.00201021253374015
18,Event_Positive_x_z_trade_dep,-0.0059399736359045
19,Event_Positive_x_z_trade_dep,0.00598539573480919
20,Event_Positive_x_z_trade_dep,0.00414940667387675
21,Event_Positive_x_z_trade_dep,-0.015612838250961
22,Event_Positive_x_z_trade_dep,-0.0346987466907904
23,Event_Positive_x_z_trade_dep,0.0319273481770311
24,Event_Positive_x_z_trade_dep,0.0379103752618023
25,Event_Positive_x_z_trade_dep,-0.0129720956687111
26,Event_Positive_x_z_trade_dep,0.0174948543209932
27,Event_Positive_x_z_trade_dep,-0.029771707985267
28,Event_Positive_x_z_trade_dep,0.00597469705847764
29,Event_Positive_x_z_trade_dep,0.0133606117710432
30,Event_Positive_x_z_trade_dep,0.0138717569688357
31,Event_Positive_x_z_trade_dep,-0.00771266284372912
32,Event_Positive_x_z_trade_dep,0.0119693707657836
33,Event_Positive_x_z_trade_dep,-0.000898215408895581
34,Event_Positive_x_z_trade_dep,-0.0122160079182432
35,Event_Positive_x_z_trade_dep,-0.0375711756044796
36,Event_Positive_x_z_trade_dep,-0.00136523202298052
37,Event_Positive_x_z_trade_dep,-0.0379960147348597
38,Event_Positive_x_z_trade_dep,0.00734065962947176
39,Event_Positive_x_z_trade_dep,0.00710820358319985
40,Event_Positive_x_z_trade_dep,-0.0107768588228981
41,Event_Positive_x_z_trade_dep,0.0231392253444767
42,Event_Positive_x_z_trade_dep,-0.018416692701978
43,Event_Positive_x_z_trade_dep,0.0178300729865963
44,Event_Positive_x_z_trade_dep,-0.0213352919400218
45,Event_Positive_x_z_trade_dep,0.00775279703468384
46,Event_Positive_x_z_trade_dep,0.0263037190734718
47,Event_Positive_x_z_trade_dep,-0.0159739870364424
48,Event_Positive_x_z_trade_dep,0.0604534032648756
49,Event_Positive_x_z_trade_dep,0.0272439053729168
50,Event_Positive_x_z_trade_dep,0.0253233770470116
51,Event_Positive_x_z_trade_dep,0.0241703020971979
52,Event_Positive_x_z_trade_dep,-0.00357725115622344
53,Event_Positive_x_z_trade_dep,-0.000104688426763738
54,Event_Positive_x_z_trade_dep,0.0174778634369313
55,Event_Positive_x_z_trade_dep,0.00843795688811113
56,Event_Positive_x_z_trade_dep,0.0450540264057434
57,Event_Positive_x_z_trade_dep,-0.0012739219357454
58,Event_Positive_x_z_trade_dep,-0.0283246964147153
59,Event_Positive_x_z_trade_dep,0.0431110121255537
60,Event_Positive_x_z_trade_dep,0.049525769372561
61,Event_Positive_x_z_trade_dep,-0.0183733502148693
62,Event_Positive_x_z_trade_dep,-0.0250133316721641
63,Event_Positive_x_z_trade_dep,0.012805808767553
64,Event_Positive_x_z_trade_dep,0.0176423298082648
65,Event_Positive_x_z_trade_dep,-0.0258718067457554
66,Event_Positive_x_z_trade_dep,0.0390230817283791
67,Event_Positive_x_z_trade_dep,-0.0370424195602433
68,Event_Positive_x_z_trade_dep,0.0156887476525058
69,Event_Positive_x_z_trade_dep,0.005552213436312
70,Event_Positive_x_z_trade_dep,0.00523256511392283
71,Event_Positive_x_z_trade_dep,-0.0203638457274201
72,Event_Positive_x_z_trade_dep,0.0100890464141303
73,Event_Positive_x_z_trade_dep,0.00825878000559373
74,Event_Positive_x_z_trade_dep,0.0138928827860207
75,Event_Positive_x_z_trade_dep,-0.0156030848544673
76,Event_Positive_x_z_trade_dep,0.00177779971276341
77,Event_Positive_x_z_trade_dep,-0.0182480939033186
78,Event_Positive_x_z_trade_dep,0.025044492293003
79,Event_Positive_x_z_trade_dep,-0.0013369301837159
80,Event_Positive_x_z_trade_dep,0.0125034628759645
81,Event_Positive_x_z_trade_dep,-0.0286987322503117
82,Event_Positive_x_z_trade_dep,-0.020233774929997
83,Event_Positive_x_z_trade_dep,0.0194569530123654
84,Event_Positive_x_z_trade_dep,0.0244621515211039
85,Event_Positive_x_z_trade_dep,-0.0242557167939553
86,Event_Positive_x_z_trade_dep,-0.00843642722727181
87,Event_Positive_x_z_trade_dep,0.0162896326803659
88,Event_Positive_x_z_trade_dep,0.0111457450444145
89,Event_Positive_x_z_trade_dep,0.00894939757235739
90,Event_Positive_x_z_trade_dep,0.00616668069388485
91,Event_Positive_x_z_trade_dep,0.0326853853396733
92,Event_Positive_x_z_trade_dep,0.0307826553831461
93,Event_Positive_x_z_trade_dep,0.0242132159947857
94,Event_Positive_x_z_trade_dep,0.00292242756681581
95,Event_Positive_x_z_trade_dep,0.0306254210894924
96,Event_Positive_x_z_trade_dep,-0.0011507243403506
97,Event_Positive_x_z_trade_dep,-0.00960800175879572
98,Event_Positive_x_z_trade_dep,0.0211285820464078
99,Event_Positive_x_z_trade_dep,0.0117056166913438
100,Event_Positive_x_z_trade_dep,0.00591415519009615
101,Event_Positive_x_z_trade_dep,0.00438011458066017
102,Event_Positive_x_z_trade_dep,-0.00196445938653831
103,Event_Positive_x_z_trade_dep,-0.00233793005084333
104,Event_Positive_x_z_trade_dep,0.0102859500067679
105,Event_Positive_x_z_trade_dep,-0.0311134268939826
106,Event_Positive_x_z_trade_dep,-0.0320258884628425
107,Event_Positive_x_z_trade_dep,0.0323213175996029
108,Event_Positive_x_z_trade_dep,0.0369957611104645
109,Event_Positive_x_z_trade_dep,-0.00296005689476951
110,Event_Positive_x_z_trade_dep,0.0173852686274333
111,Event_Positive_x_z_trade_dep,0.0184407326184468
112,Event_Positive_x_z_trade_dep,-5.1645069565871e-05
113,Event_Positive_x_z_trade_dep,0.0167462487014731
114,Event_Positive_x_z_trade_dep,0.0133326230639474
115,Event_Positive_x_z_trade_dep,-0.0315654385556365
116,Event_Positive_x_z_trade_dep,0.023202484941512
117,Event_Positive_x_z_trade_dep,-0.00975247745448293
118,Event_Positive_x_z_trade_dep,0.0283779515003013
119,Event_Positive_x_z_trade_dep,0.0123217607696072
120,Event_Positive_x_z_trade_dep,-0.0243454041666517
121,Event_Positive_x_z_trade_dep,-0.0274947412932817
122,Event_Positive_x_z_trade_dep,-0.0320044963742896
123,Event_Positive_x_z_trade_dep,-0.000451615293265453
124,Event_Positive_x_z_trade_dep,-0.0110216857753256
125,Event_Positive_x_z_trade_dep,-0.00813216564296367
126,Event_Positive_x_z_trade_dep,-0.0115539482675492
127,Event_Positive_x_z_trade_dep,-0.010767675985859
128,Event_Positive_x_z_trade_dep,0.0146547269984914
129,Event_Positive_x_z_trade_dep,0.0111817233473379
130,Event_Positive_x_z_trade_dep,0.0226213039078081
131,Event_Positive_x_z_trade_dep,0.0336805831458778
132,Event_Positive_x_z_trade_dep,0.0104381975793507
133,Event_Positive_x_z_trade_dep,0.00432224238527219
134,Event_Positive_x_z_trade_dep,-0.0165756445252814
135,Event_Positive_x_z_trade_dep,0.0175941082058051
136,Event_Positive_x_z_trade_dep,0.036035599877767
137,Event_Positive_x_z_trade_dep,-0.0403940440526348
138,Event_Positive_x_z_trade_dep,0.0471226947157904
139,Event_Positive_x_z_trade_dep,0.0371495267875593
140,Event_Positive_x_z_trade_dep,-0.0287781172483349
141,Event_Positive_x_z_trade_dep,0.00394322741366222
142,Event_Positive_x_z_trade_dep,0.029811133344859
143,Event_Positive_x_z_trade_dep,-0.035056059840016
144,Event_Positive_x_z_trade_dep,-0.0314625590784042
145,Event_Positive_x_z_trade_dep,-0.0164712315207261
146,Event_Positive_x_z_trade_dep,-0.0394516052421297
147,Event_Positive_x_z_trade_dep,-0.0217821541839817
148,Event_Positive_x_z_trade_dep,-0.0175130249778524
149,Event_Positive_x_z_trade_dep,-0.021675244331465
150,Event_Positive_x_z_trade_dep,-0.00941269776313182
151,Event_Positive_x_z_trade_dep,-0.0237446229508034
152,Event_Positive_x_z_trade_dep,0.0379428822562409
153,Event_Positive_x_z_trade_dep,0.0256365739079556
154,Event_Positive_x_z_trade_dep,0.00736286802159401
155,Event_Positive_x_z_trade_dep,0.00971798081662892
156,Event_Positive_x_z_trade_dep,-0.000971873845370686
157,Event_Positive_x_z_trade_dep,0.00958736169804001
158,Event_Positive_x_z_trade_dep,-0.0234360234240078
159,Event_Positive_x_z_trade_dep,-0.0366533876907398
160,Event_Positive_x_z_trade_dep,0.0120984827460989
161,Event_Positive_x_z_trade_dep,0.0158046700859504
162,Event_Positive_x_z_trade_dep,-0.00744423790589842
163,Event_Positive_x_z_trade_dep,-0.0337094808077701
164,Event_Positive_x_z_trade_dep,-0.00672427289178525
165,Event_Positive_x_z_trade_dep,0.0529369143105724
166,Event_Positive_x_z_trade_dep,-0.0262618118495029
167,Event_Positive_x_z_trade_dep,-0.0326036224626805
168,Event_Positive_x_z_trade_dep,-0.00886533715071498
169,Event_Positive_x_z_trade_dep,-0.0404601170489781
170,Event_Positive_x_z_trade_dep,-0.0066715327020038
171,Event_Positive_x_z_trade_dep,0.0155381751230509
172,Event_Positive_x_z_trade_dep,-0.0357208385125471
173,Event_Positive_x_z_trade_dep,-0.0105374582434356
174,Event_Positive_x_z_trade_dep,-0.0263295349245963
175,Event_Positive_x_z_trade_dep,0.0117054496225681
176,Event_Positive_x_z_trade_dep,-0.0206786836133551
177,Event_Positive_x_z_trade_dep,0.0372725880271411
178,Event_Positive_x_z_trade_dep,0.0129373204196539
179,Event_Positive_x_z_trade_dep,0.0138924894381657
180,Event_Positive_x_z_trade_dep,0.0252677844595871
181,Event_Positive_x_z_trade_dep,0.0323558230253806
182,Event_Positive_x_z_trade_dep,0.0193536891264715
183,Event_Positive_x_z_trade_dep,-0.00242404310364172
184,Event_Positive_x_z_trade_dep,-0.0116485722957196
185,Event_Positive_x_z_trade_dep,-0.00318911763661255
186,Event_Positive_x_z_trade_dep,0.010871232330786
187,Event_Positive_x_z_trade_dep,-0.0261769623068453
188,Event_Positive_x_z_trade_dep,-0.0261750606294912
